url,name,ein,score,star_rating,keywords,website,address,phone,organization_mission,IRS_ruling_year,contain_keywords
https://www.charitynavigator.org/ein/237320723,DANIEL BOONE EDUCATION ASSOCIATION,237320723,,,"Not currently rated, This organization is not rated, Not rated",,"42 OLEY RD, FLEETWOOD, PA, 19522-8725",,Mission not available,2009,Yes
https://www.charitynavigator.org/ein/237320719,Cuyahoga Community College Foundati,237320719,98%,4,,http://WWW.TRI-C.EDU/GIVE/,"700 CARNEGIE AVE, CLEVELAND, OH, 44115-2833",216-987-4868,THE MISSION OF THE CUYAHOGA COMMUNITY COLLEGE FOUNDATION IS (CONTINUED ON SCHEDULE O)TO PROVIDE RESOURCES FOR ADVANCING STUDENT SUCCESS AT CUYAHOGA COMMUNITY COLLEGE ... (More),1973,No
https://www.charitynavigator.org/ein/237320746,SHRINERS INTERNATIONAL,237320746,,,"Not currently rated, This organization is not rated, Not rated",,"645 WOODLAKE DR, CHESAPEAKE, VA, 23320-8930",,Mission not available,1940,Yes
https://www.charitynavigator.org/ein/237320739,FRATERNAL ORDER OF POLICE,237320739,,,"Not currently rated, This organization is not rated, Not rated",,"PO BOX 1562, FRONT ROYAL, VA, 22630-0034",,Mission not available,1952,Yes
https://www.charitynavigator.org/ein/237320744,SHRINERS INTERNATIONAL,237320744,,,"Not currently rated, This organization is not rated, Not rated",,"510 N NEW JERSEY ST, INDIANAPOLIS, IN, 46204-1517",,Mission not available,1940,Yes
https://www.charitynavigator.org/ein/237320724,American Color Print Society,237320724,,,"Not currently rated, This organization is not rated, Not rated",,"219 EAST RD, DOYLESTOWN, PA, 18901-3120",,Mission not available,1974,Yes
https://www.charitynavigator.org/ein/237320763,HERSHEY EDUCATION ASSOCIATION DERRY TWP SCHOOL JACK HARTMAN,237320763,,,"Not currently rated, This organization is not rated, Not rated",,"450 HOMESTEAD RD, HERSHEY, PA, 17033-1351",,Mission not available,1989,Yes
https://www.charitynavigator.org/ein/237320756,LONG QUARTER ASSOCIATION INC,237320756,,,"Not currently rated, This organization is not rated, Not rated",,"1511 LONG QUARTER CT, LUTHERVILLE, MD, 21093-5907",,Mission not available,1974,Yes
https://www.charitynavigator.org/ein/237320777,RYOT CHURCH OF THE NAZARENE,237320777,,,"Not currently rated, This organization is not rated, Not rated",,"406 DUNKARD HOLLOW RD, ALUM BANK, PA, 15521-7706",,Mission not available,1963,Yes
